title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications,
"OsSpo11-4, a rice homologue of the archaeal TopVIA protein, mediates double-strand DNA cleavage and interacts with OsTopVIB.",https://doi.org/10.1371/journal.pone.0020327,21637817,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 1.0,Good,3-Nov-11,An XJ et al.,New Finding,
Impact of CD1d deficiency on metabolism.,https://doi.org/10.1371/journal.pone.0025478,21980475,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.25, Weighted sum of stars: 1.0,Good,1-Nov-11,Kotas ME et al.,Confirmation,
"Excess mortality due to Covid-19? A comparison of total mortality in 2020 with total mortality in 2016 to 2019 in Germany, Sweden and Spain.",https://doi.org/10.1371/journal.pone.0255540,34343210,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.78, Weighted sum of stars: 4.0,Exceptional,21-Sep-21,Kowall B et al.,New Finding,
Increased risk of respiratory viral infections in elite athletes: A controlled study.,https://doi.org/10.1371/journal.pone.0250907,33945550,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.32, Weighted sum of stars: 4.0,Exceptional,21-Sep-21,Valtonen M et al.,Confirmation,
Nicotine dependence and quitting stages of smokers in Nepal: A community based cross-sectional study.,https://doi.org/10.1371/journal.pone.0266661,35395045,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.86, Weighted sum of stars: 2.0,Very Good,12-May-22,Timilsina JK et al.,Confirmation,
Increased risk of respiratory viral infections in elite athletes: A controlled study.,https://doi.org/10.1371/journal.pone.0250907,33945550,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.32, Weighted sum of stars: 4.0,Exceptional,21-Sep-21,Valtonen M et al.,Good for Teaching,
Improved bacterial leaf blight disease resistance in the major elite Vietnamese rice cultivar TBR225 via editing of the OsSWEET14 promoter.,https://doi.org/10.1371/journal.pone.0255470,34499670,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 2.0,Very Good,14-Sep-21,Duy PN et al.,Confirmation,
Impact of CD1d deficiency on metabolism.,https://doi.org/10.1371/journal.pone.0025478,21980475,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.25, Weighted sum of stars: 1.0,Good,1-Nov-11,Kotas ME et al.,New Finding,
Distinct populations of hepatic stellate cells in the mouse liver have different capacities for retinoid and lipid storage.,https://doi.org/10.1371/journal.pone.0024993,21949825,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.1, Weighted sum of stars: 1.0,Good,31-Oct-11,D'Ambrosio DN et al.,Confirmation,
Distinct populations of hepatic stellate cells in the mouse liver have different capacities for retinoid and lipid storage.,https://doi.org/10.1371/journal.pone.0024993,21949825,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.1, Weighted sum of stars: 1.0,Good,31-Oct-11,D'Ambrosio DN et al.,New Finding,
"Differences in the number of intrinsically disordered regions between yeast duplicated proteins, and their relationship with functional divergence.",https://doi.org/10.1371/journal.pone.0024989,21949823,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.21, Weighted sum of stars: 1.0,Good,27-Oct-11,Montanari F et al.,New Finding,
In vivo interferon-gamma induced changes in gene expression dramatically alter neutrophil phenotype.,https://doi.org/10.1371/journal.pone.0263370,35113934,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.07, Weighted sum of stars: 2.0,Very Good,25-Apr-22,Ambruso DR et al.,Confirmation,
Improved bacterial leaf blight disease resistance in the major elite Vietnamese rice cultivar TBR225 via editing of the OsSWEET14 promoter.,https://doi.org/10.1371/journal.pone.0255470,34499670,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.63, Weighted sum of stars: 2.0,Very Good,14-Sep-21,Duy PN et al.,New Finding,
Labor prior to cesarean delivery associated with higher post-discharge opioid consumption.,https://doi.org/10.1371/journal.pone.0253990,34242277,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 2.0,Very Good,12-Sep-21,Ende HB et al.,Controversial,
"Differences in the number of intrinsically disordered regions between yeast duplicated proteins, and their relationship with functional divergence.",https://doi.org/10.1371/journal.pone.0024989,21949823,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.21, Weighted sum of stars: 1.0,Good,27-Oct-11,Montanari F et al.,Technical Advance,
Metabolic activity and mRNA levels of human cardiac CYP450s involved in drug metabolism.,https://doi.org/10.1371/journal.pone.0015666,21179487,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.84, Weighted sum of stars: 1.0,Good,25-Oct-11,Michaud V et al.,Confirmation,
Metabolic activity and mRNA levels of human cardiac CYP450s involved in drug metabolism.,https://doi.org/10.1371/journal.pone.0015666,21179487,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.84, Weighted sum of stars: 1.0,Good,25-Oct-11,Michaud V et al.,Controversial,
Labor prior to cesarean delivery associated with higher post-discharge opioid consumption.,https://doi.org/10.1371/journal.pone.0253990,34242277,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.93, Weighted sum of stars: 2.0,Very Good,12-Sep-21,Ende HB et al.,Interesting Hypothesis,
Long-term woodland restoration on lowland farmland through passive rewilding.,https://doi.org/10.1371/journal.pone.0252466,34133452,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,31-Aug-21,Broughton RK et al.,Good for Teaching,
Long-term woodland restoration on lowland farmland through passive rewilding.,https://doi.org/10.1371/journal.pone.0252466,34133452,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,31-Aug-21,Broughton RK et al.,New Finding,
Long-term woodland restoration on lowland farmland through passive rewilding.,https://doi.org/10.1371/journal.pone.0252466,34133452,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 1.0,Good,31-Aug-21,Broughton RK et al.,Technical Advance,
A one-step miniprep for the isolation of plasmid DNA and lambda phage particles.,https://doi.org/10.1371/journal.pone.0023457,21858126,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.27, Weighted sum of stars: 1.0,Good,23-Oct-11,Lezin G et al.,Technical Advance,
Complex SUMO-1 regulation of cardiac transcription factor Nkx2-5.,https://doi.org/10.1371/journal.pone.0024812,21931855,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.77, Weighted sum of stars: 1.0,Good,20-Oct-11,Costa MW et al.,New Finding,
DNA barcoding of the National Museum of Natural History reptile tissue holdings raises concerns about the use of natural history collections and the responsibilities of scientists in the molecular age.,https://doi.org/10.1371/journal.pone.0264930,35245325,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.87, Weighted sum of stars: 1.0,Good,11-Apr-22,Mulcahy DG et al.,Good for Teaching,
Can machine-learning improve cardiovascular risk prediction using routine clinical data?,https://doi.org/10.1371/journal.pone.0174944,28376093,Score 10.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 25.43, Weighted sum of stars: 2.0,Very Good,10-Aug-21,Weng SF et al.,Good for Teaching,
Impact of acute kidney injury on graft outcomes of deceased donor kidney transplantation: A nationwide registry-based matched cohort study in Korea.,https://doi.org/10.1371/journal.pone.0260076,34788335,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.71, Weighted sum of stars: 2.0,Very Good,15-Mar-22,Ha J et al.,Good for Teaching,
Associations between early postoperative pain outcome measures and late functional outcomes in patients after knee arthroplasty.,https://doi.org/10.1371/journal.pone.0253147,34320012,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.92, Weighted sum of stars: 1.0,Good,1-Mar-22,Dubljanin Raspopović E et al.,Confirmation,
Impact of social distancing on the spread of common respiratory viruses during the coronavirus disease outbreak.,https://doi.org/10.1371/journal.pone.0252963,34125839,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.53, Weighted sum of stars: 1.0,Good,4-Aug-21,Kim MC et al.,New Finding,
A novel high-throughput screen for identifying lipids that stabilise membrane proteins in detergent based solution.,https://doi.org/10.1371/journal.pone.0254118,34252116,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.56, Weighted sum of stars: 1.0,Good,1-Aug-21,Cecchetti C et al.,Good for Teaching,
A novel high-throughput screen for identifying lipids that stabilise membrane proteins in detergent based solution.,https://doi.org/10.1371/journal.pone.0254118,34252116,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.56, Weighted sum of stars: 1.0,Good,1-Aug-21,Cecchetti C et al.,Technical Advance,
Associations between early postoperative pain outcome measures and late functional outcomes in patients after knee arthroplasty.,https://doi.org/10.1371/journal.pone.0253147,34320012,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.92, Weighted sum of stars: 1.0,Good,1-Mar-22,Dubljanin Raspopović E et al.,Good for Teaching,
Revisiting the placental clock: Early corticotrophin-releasing hormone rise in recurrent preterm birth.,https://doi.org/10.1371/journal.pone.0257422,34529698,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.89, Weighted sum of stars: 2.0,Very Good,28-Feb-22,Herrera CL et al.,Controversial,
Revisiting the placental clock: Early corticotrophin-releasing hormone rise in recurrent preterm birth.,https://doi.org/10.1371/journal.pone.0257422,34529698,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.89, Weighted sum of stars: 2.0,Very Good,28-Feb-22,Herrera CL et al.,Good for Teaching,
Analysis of CEPH-accredited DrPH programs in the United States: A mixed-methods study.,https://doi.org/10.1371/journal.pone.0245892,33539367,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.44, Weighted sum of stars: 4.0,Exceptional,30-Jun-21,Park C et al.,Good for Teaching,
"The association between the rise of gun violence in popular US primetime television dramas and homicides attributable to firearms, 2000-2018.",https://doi.org/10.1371/journal.pone.0247780,33730080,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,6-Jun-21,"Jamieson PE, Romer D",Controversial,
"The association between the rise of gun violence in popular US primetime television dramas and homicides attributable to firearms, 2000-2018.",https://doi.org/10.1371/journal.pone.0247780,33730080,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,6-Jun-21,"Jamieson PE, Romer D",Good for Teaching,
"The association between the rise of gun violence in popular US primetime television dramas and homicides attributable to firearms, 2000-2018.",https://doi.org/10.1371/journal.pone.0247780,33730080,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,6-Jun-21,"Jamieson PE, Romer D",Interesting Hypothesis,
The association of estimated cardiorespiratory fitness with COVID-19 incidence and mortality: A cohort study.,https://doi.org/10.1371/journal.pone.0250508,33951071,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.62, Weighted sum of stars: 2.0,Very Good,1-Jun-21,Christensen RAG et al.,Confirmation,
The association of estimated cardiorespiratory fitness with COVID-19 incidence and mortality: A cohort study.,https://doi.org/10.1371/journal.pone.0250508,33951071,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.62, Weighted sum of stars: 2.0,Very Good,1-Jun-21,Christensen RAG et al.,Good for Teaching,
Relationship between peripheral vasospasm and visual field progression rates in patients with normal-tension glaucoma with low-teen intraocular pressure.,https://doi.org/10.1371/journal.pone.0250085,33857246,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.88, Weighted sum of stars: 1.0,Good,31-May-21,Park DY et al.,Confirmation,
Relationship between peripheral vasospasm and visual field progression rates in patients with normal-tension glaucoma with low-teen intraocular pressure.,https://doi.org/10.1371/journal.pone.0250085,33857246,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.88, Weighted sum of stars: 1.0,Good,31-May-21,Park DY et al.,Good for Teaching,
Revisiting the placental clock: Early corticotrophin-releasing hormone rise in recurrent preterm birth.,https://doi.org/10.1371/journal.pone.0257422,34529698,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.89, Weighted sum of stars: 2.0,Very Good,28-Feb-22,Herrera CL et al.,Technical Advance,
"The association between the rise of gun violence in popular US primetime television dramas and homicides attributable to firearms, 2000-2018.",https://doi.org/10.1371/journal.pone.0247780,33730080,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.42, Weighted sum of stars: 4.0,Exceptional,6-Jun-21,"Jamieson PE, Romer D",New Finding,
Relationship between peripheral vasospasm and visual field progression rates in patients with normal-tension glaucoma with low-teen intraocular pressure.,https://doi.org/10.1371/journal.pone.0250085,33857246,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.88, Weighted sum of stars: 1.0,Good,31-May-21,Park DY et al.,Interesting Hypothesis,
A survey of current trends and suggested future directions in coral transplantation for reef restoration.,https://doi.org/10.1371/journal.pone.0249966,33939716,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.26, Weighted sum of stars: 2.0,Very Good,13-May-21,Ferse SCA et al.,Controversial,
