title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
"MyD88-dependent influx of monocytes and neutrophils impairs lymph node B cell responses to chikungunya virus infection via Irf5, Nos2 and Nox2.",https://doi.org/10.1371/journal.ppat.1008292,31999809,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 2.0,Very Good,26 Mar 2020,McCarthy MK et al.,New Finding
Plant begomoviruses subvert ubiquitination to suppress plant defenses against insect vectors.,https://doi.org/10.1371/journal.ppat.1007607,30789967,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.46, Weighted sum of stars: 1.0,Good,11 Mar 2020,Li P et al.,New Finding
Killing with proficiency: Integrated post-translational regulation of an offensive Type VI secretion system.,https://doi.org/10.1371/journal.ppat.1007230,30052683,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.97, Weighted sum of stars: 2.0,Very Good,02 Sep 2020,Ostrowski A et al.,New Finding
Differential expression of interferon-lambda receptor 1 splice variants determines the magnitude of the antiviral response induced by interferon-lambda 3 in human immune cells.,https://doi.org/10.1371/journal.ppat.1008515,32353085,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 2.0,Very Good,26 Aug 2020,Santer DM et al.,Good for Teaching
Differential expression of interferon-lambda receptor 1 splice variants determines the magnitude of the antiviral response induced by interferon-lambda 3 in human immune cells.,https://doi.org/10.1371/journal.ppat.1008515,32353085,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 2.0,Very Good,26 Aug 2020,Santer DM et al.,New Finding
Phytoplasma SAP11 effector destabilization of TCP transcription factors differentially impact development and defence of Arabidopsis versus maize.,https://doi.org/10.1371/journal.ppat.1008035,31557268,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.87, Weighted sum of stars: 1.0,Good,11 Mar 2020,Pecher P et al.,New Finding
A three-dimensional RNA motif mediates directional trafficking of Potato spindle tuber viroid from epidermal to palisade mesophyll cells in Nicotiana benthamiana.,https://doi.org/10.1371/journal.ppat.1008147,31644572,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.32, Weighted sum of stars: 1.0,Good,09 Feb 2020,Wu J et al.,Interesting Hypothesis
A three-dimensional RNA motif mediates directional trafficking of Potato spindle tuber viroid from epidermal to palisade mesophyll cells in Nicotiana benthamiana.,https://doi.org/10.1371/journal.ppat.1008147,31644572,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.32, Weighted sum of stars: 1.0,Good,09 Feb 2020,Wu J et al.,New Finding
p53 promotes ZDHHC1-mediated IFITM3 palmitoylation to inhibit Japanese encephalitis virus replication.,https://doi.org/10.1371/journal.ppat.1009035,33108395,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.81, Weighted sum of stars: 1.0,Good,17 Nov 2020,Wang X et al.,New Finding
Parallel quorum-sensing system in Vibrio cholerae prevents signal interference inside the host.,https://doi.org/10.1371/journal.ppat.1008313,32059031,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.95, Weighted sum of stars: 2.0,Very Good,11 Nov 2020,Watve S et al.,Good for Teaching
Parallel quorum-sensing system in Vibrio cholerae prevents signal interference inside the host.,https://doi.org/10.1371/journal.ppat.1008313,32059031,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.95, Weighted sum of stars: 2.0,Very Good,11 Nov 2020,Watve S et al.,Interesting Hypothesis
Parallel quorum-sensing system in Vibrio cholerae prevents signal interference inside the host.,https://doi.org/10.1371/journal.ppat.1008313,32059031,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.95, Weighted sum of stars: 2.0,Very Good,11 Nov 2020,Watve S et al.,New Finding
3-Dimensional organization and dynamics of the microsporidian polar tube invasion machinery.,https://doi.org/10.1371/journal.ppat.1008738,32946515,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.91, Weighted sum of stars: 4.0,Exceptional,09 Nov 2020,Jaroenlak P et al.,New Finding
Differential expression of interferon-lambda receptor 1 splice variants determines the magnitude of the antiviral response induced by interferon-lambda 3 in human immune cells.,https://doi.org/10.1371/journal.ppat.1008515,32353085,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.26, Weighted sum of stars: 2.0,Very Good,26 Aug 2020,Santer DM et al.,Technical Advance
KSHV requires vCyclin to overcome replicative senescence in primary human lymphatic endothelial cells.,https://doi.org/10.1371/journal.ppat.1008634,32555637,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1, Weighted sum of stars: 2.0,Very Good,25 Aug 2020,DiMaio TA et al.,Confirmation
KSHV requires vCyclin to overcome replicative senescence in primary human lymphatic endothelial cells.,https://doi.org/10.1371/journal.ppat.1008634,32555637,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1, Weighted sum of stars: 2.0,Very Good,25 Aug 2020,DiMaio TA et al.,New Finding
"Mannan detecting C-type lectin receptor probes recognise immune epitopes with diverse chemical, spatial and phylogenetic heterogeneity in fungal cell walls.",https://doi.org/10.1371/journal.ppat.1007927,31999794,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.27, Weighted sum of stars: 1.0,Good,10 Aug 2020,Vendele I et al.,New Finding
RNA recombination at Chikungunya virus 3'UTR as an evolutionary mechanism that provides adaptability.,https://doi.org/10.1371/journal.ppat.1007706,30986247,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 2.0,Very Good,20 Jan 2020,Filomatori CV et al.,Good for Teaching
"HupA, the main undecaprenyl pyrophosphate and phosphatidylglycerol phosphate phosphatase in Helicobacter pylori is essential for colonization of the stomach.",https://doi.org/10.1371/journal.ppat.1007972,31487328,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 2.0,Very Good,22 Oct 2019,Gasiorowski E et al.,Good for Teaching
"HupA, the main undecaprenyl pyrophosphate and phosphatidylglycerol phosphate phosphatase in Helicobacter pylori is essential for colonization of the stomach.",https://doi.org/10.1371/journal.ppat.1007972,31487328,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 2.0,Very Good,22 Oct 2019,Gasiorowski E et al.,New Finding
RNA recombination at Chikungunya virus 3'UTR as an evolutionary mechanism that provides adaptability.,https://doi.org/10.1371/journal.ppat.1007706,30986247,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.78, Weighted sum of stars: 2.0,Very Good,20 Jan 2020,Filomatori CV et al.,New Finding
Contributions from the silent majority dominate dengue virus transmission.,https://doi.org/10.1371/journal.ppat.1006965,29723307,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.77, Weighted sum of stars: 3.0,Good,17 Jul 2019,Ten Bosch QA et al.,Confirmation
Contributions from the silent majority dominate dengue virus transmission.,https://doi.org/10.1371/journal.ppat.1006965,29723307,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.77, Weighted sum of stars: 3.0,Good,17 Jul 2019,Ten Bosch QA et al.,Interesting Hypothesis
Contributions from the silent majority dominate dengue virus transmission.,https://doi.org/10.1371/journal.ppat.1006965,29723307,Score 14.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.77, Weighted sum of stars: 3.0,Good,17 Jul 2019,Ten Bosch QA et al.,New Finding
Schistosoma japonicum extracellular vesicle miRNA cargo regulates host macrophage functions facilitating parasitism.,https://doi.org/10.1371/journal.ppat.1007817,31163079,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.39, Weighted sum of stars: 4.0,Exceptional,21 Jul 2019,Liu J et al.,New Finding
"HupA, the main undecaprenyl pyrophosphate and phosphatidylglycerol phosphate phosphatase in Helicobacter pylori is essential for colonization of the stomach.",https://doi.org/10.1371/journal.ppat.1007972,31487328,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 2.0,Very Good,22 Oct 2019,Gasiorowski E et al.,Novel Drug Target
Dietary zinc and the control of Streptococcus pneumoniae infection.,https://doi.org/10.1371/journal.ppat.1007957,31437249,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3, Weighted sum of stars: 2.0,Very Good,20 Oct 2019,Eijkelkamp BA et al.,New Finding
Chlamydia trachomatis and human herpesvirus 6 infections in ovarian cancer-Casual or causal?,https://doi.org/10.1371/journal.ppat.1008055,31697787,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.21, Weighted sum of stars: 1.0,Good,16 Jan 2020,"Gulve N, Rudel T",Interesting Hypothesis
Chromatin dynamics and the transcriptional competence of HSV-1 genomes during lytic infections.,https://doi.org/10.1371/journal.ppat.1008076,31725813,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.99, Weighted sum of stars: 4.0,Exceptional,09 Jan 2020,Hu M et al.,Good for Teaching
Chromatin dynamics and the transcriptional competence of HSV-1 genomes during lytic infections.,https://doi.org/10.1371/journal.ppat.1008076,31725813,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.99, Weighted sum of stars: 4.0,Exceptional,09 Jan 2020,Hu M et al.,Interesting Hypothesis
Schistosoma japonicum extracellular vesicle miRNA cargo regulates host macrophage functions facilitating parasitism.,https://doi.org/10.1371/journal.ppat.1007817,31163079,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.39, Weighted sum of stars: 4.0,Exceptional,21 Jul 2019,Liu J et al.,Novel Drug Target
Dietary zinc and the control of Streptococcus pneumoniae infection.,https://doi.org/10.1371/journal.ppat.1007957,31437249,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3, Weighted sum of stars: 2.0,Very Good,20 Oct 2019,Eijkelkamp BA et al.,Refutation
Vaccine protection against rectal acquisition of SIVmac239 in rhesus macaques.,https://doi.org/10.1371/journal.ppat.1008015,31568531,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 2.0,Good,13 Oct 2019,Gonzalez-Nieto L et al.,Interesting Hypothesis
Vaccine protection against rectal acquisition of SIVmac239 in rhesus macaques.,https://doi.org/10.1371/journal.ppat.1008015,31568531,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 2.0,Good,13 Oct 2019,Gonzalez-Nieto L et al.,New Finding
Chromatin dynamics and the transcriptional competence of HSV-1 genomes during lytic infections.,https://doi.org/10.1371/journal.ppat.1008076,31725813,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.99, Weighted sum of stars: 4.0,Exceptional,09 Jan 2020,Hu M et al.,New Finding
Controlled human malaria infection with Plasmodium falciparum demonstrates impact of naturally acquired immunity on virulence gene expression.,https://doi.org/10.1371/journal.ppat.1007906,31295334,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.57, Weighted sum of stars: 1.0,Good,25 Nov 2019,Bachmann A et al.,Confirmation
Vaccine protection against rectal acquisition of SIVmac239 in rhesus macaques.,https://doi.org/10.1371/journal.ppat.1008015,31568531,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.2, Weighted sum of stars: 2.0,Good,13 Oct 2019,Gonzalez-Nieto L et al.,Technical Advance
Infectious particle identity determines dissemination and disease outcome for the inhaled human fungal pathogen Cryptococcus.,https://doi.org/10.1371/journal.ppat.1007777,31247052,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.4, Weighted sum of stars: 5.0,Very Good,09 Jul 2019,Walsh NM et al.,New Finding
"OSBPL10, RXRA and lipid metabolism confer African-ancestry protection against dengue haemorrhagic fever in admixed Cubans.",https://doi.org/10.1371/journal.ppat.1006220,28241052,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.77, Weighted sum of stars: 1.0,Good,17 Jul 2019,Sierra B et al.,New Finding
Infectious particle identity determines dissemination and disease outcome for the inhaled human fungal pathogen Cryptococcus.,https://doi.org/10.1371/journal.ppat.1007777,31247052,Score 23.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.4, Weighted sum of stars: 5.0,Very Good,09 Jul 2019,Walsh NM et al.,Technical Advance
Genetic dissection of a Leishmania flagellar proteome demonstrates requirement for directional motility in sand fly infections.,https://doi.org/10.1371/journal.ppat.1007828,31242261,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.2, Weighted sum of stars: 2.0,Very Good,02 Oct 2019,Beneke T et al.,New Finding
Controlled human malaria infection with Plasmodium falciparum demonstrates impact of naturally acquired immunity on virulence gene expression.,https://doi.org/10.1371/journal.ppat.1007906,31295334,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.57, Weighted sum of stars: 1.0,Good,25 Nov 2019,Bachmann A et al.,New Finding
The Transcriptional landscape of Streptococcus pneumoniae TIGR4 reveals a complex operon architecture and abundant riboregulation critical for growth and virulence.,https://doi.org/10.1371/journal.ppat.1007461,30517198,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 2.0,Very Good,21 Nov 2019,Warrier I et al.,Interesting Hypothesis
The Transcriptional landscape of Streptococcus pneumoniae TIGR4 reveals a complex operon architecture and abundant riboregulation critical for growth and virulence.,https://doi.org/10.1371/journal.ppat.1007461,30517198,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 2.0,Very Good,21 Nov 2019,Warrier I et al.,New Finding
Activity of Uncleaved Caspase-8 Controls Anti-bacterial Immune Defense and TLR-Induced Cytokine Production Independent of Cell Death.,https://doi.org/10.1371/journal.ppat.1005910,27737018,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.98, Weighted sum of stars: 1.0,Good,08 Jul 2019,Philip NH et al.,New Finding
Genetic dissection of a Leishmania flagellar proteome demonstrates requirement for directional motility in sand fly infections.,https://doi.org/10.1371/journal.ppat.1007828,31242261,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.2, Weighted sum of stars: 2.0,Very Good,02 Oct 2019,Beneke T et al.,Technical Advance
The Transcriptional landscape of Streptococcus pneumoniae TIGR4 reveals a complex operon architecture and abundant riboregulation critical for growth and virulence.,https://doi.org/10.1371/journal.ppat.1007461,30517198,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 2.0,Very Good,21 Nov 2019,Warrier I et al.,Novel Drug Target
Circumventing Y. pestis Virulence by Early Recruitment of Neutrophils to the Lungs during Pneumonic Plague.,https://doi.org/10.1371/journal.ppat.1004893,25974210,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.52, Weighted sum of stars: 4.0,Exceptional,08 Jul 2019,Vagima Y et al.,New Finding
Dissemination of a highly virulent pathogen: tracking the early events that define infection.,https://doi.org/10.1371/journal.ppat.1004587,25611317,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.62, Weighted sum of stars: 4.0,Exceptional,08 Jul 2019,Gonzalez RJ et al.,Good for Teaching
