title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
A unifying structural and functional model of the coronavirus replication organelle: Tracking down RNA synthesis.,https://doi.org/10.1371/journal.pbio.3000715,32511245,Score 10.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 19.02, Weighted sum of stars: 2.0,Very Good,26 Jan 2021,Snijder EJ et al.,New Finding
Deep learning allows genome-scale prediction of Michaelis constants from structural features.,https://doi.org/10.1371/journal.pbio.3001402,34665809,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.32, Weighted sum of stars: 2.0,Very Good,20 Dec 2021,Kroll A et al.,Technical Advance
Repurposing the orphan drug nitisinone to control the transmission of African trypanosomiasis.,https://doi.org/10.1371/journal.pbio.3000796,33497373,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 2.0,Very Good,10 Feb 2021,Sterkel M et al.,New Finding
MARK2 phosphorylates eIF2α in response to proteotoxic stress.,https://doi.org/10.1371/journal.pbio.3001096,33705388,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.44, Weighted sum of stars: 2.0,Very Good,30 Aug 2021,Lu YN et al.,New Finding
Repurposing the orphan drug nitisinone to control the transmission of African trypanosomiasis.,https://doi.org/10.1371/journal.pbio.3000796,33497373,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.74, Weighted sum of stars: 2.0,Very Good,10 Feb 2021,Sterkel M et al.,Novel Drug Target
Perception of biological motion by jumping spiders.,https://doi.org/10.1371/journal.pbio.3001172,34264925,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.29, Weighted sum of stars: 1.0,Good,06 Dec 2021,De Agrò M et al.,Controversial
Perception of biological motion by jumping spiders.,https://doi.org/10.1371/journal.pbio.3001172,34264925,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.29, Weighted sum of stars: 1.0,Good,06 Dec 2021,De Agrò M et al.,Good for Teaching
Perception of biological motion by jumping spiders.,https://doi.org/10.1371/journal.pbio.3001172,34264925,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.29, Weighted sum of stars: 1.0,Good,06 Dec 2021,De Agrò M et al.,Interesting Hypothesis
Perception of biological motion by jumping spiders.,https://doi.org/10.1371/journal.pbio.3001172,34264925,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.29, Weighted sum of stars: 1.0,Good,06 Dec 2021,De Agrò M et al.,New Finding
Homeostatic scaling is driven by a translation-dependent degradation axis that recruits miRISC remodeling.,https://doi.org/10.1371/journal.pbio.3001432,34813590,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.68, Weighted sum of stars: 2.0,Very Good,28 Nov 2021,Srinivasan B et al.,Interesting Hypothesis
MDT-15/MED15 permits longevity at low temperature via enhancing lipidostasis and proteostasis.,https://doi.org/10.1371/journal.pbio.3000415,31408455,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.29, Weighted sum of stars: 2.0,Very Good,24 Aug 2021,Lee D et al.,New Finding
A unifying structural and functional model of the coronavirus replication organelle: Tracking down RNA synthesis.,https://doi.org/10.1371/journal.pbio.3000715,32511245,Score 10.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 19.02, Weighted sum of stars: 2.0,Very Good,26 Jan 2021,Snijder EJ et al.,Novel Drug Target
Homeostatic scaling is driven by a translation-dependent degradation axis that recruits miRISC remodeling.,https://doi.org/10.1371/journal.pbio.3001432,34813590,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.68, Weighted sum of stars: 2.0,Very Good,28 Nov 2021,Srinivasan B et al.,New Finding
Systematically improved in vitro culture conditions reveal new insights into the reproductive biology of the human parasite Schistosoma mansoni.,https://doi.org/10.1371/journal.pbio.3000254,31067225,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.52, Weighted sum of stars: 4.0,Exceptional,03 Nov 2021,Wang J et al.,Good for Teaching
Systematically improved in vitro culture conditions reveal new insights into the reproductive biology of the human parasite Schistosoma mansoni.,https://doi.org/10.1371/journal.pbio.3000254,31067225,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.52, Weighted sum of stars: 4.0,Exceptional,03 Nov 2021,Wang J et al.,New Finding
Quantifying and contextualizing the impact of bioRxiv preprints through automated social media audience segmentation.,https://doi.org/10.1371/journal.pbio.3000860,32960891,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.06, Weighted sum of stars: 4.0,Exceptional,12 Aug 2021,"Carlson J, Harris K",Interesting Hypothesis
Identification of sequence changes in myosin II that adjust muscle contraction velocity.,https://doi.org/10.1371/journal.pbio.3001248,34111116,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 4.0,Exceptional,30 Jun 2021,Johnson CA et al.,Good for Teaching
Identification of sequence changes in myosin II that adjust muscle contraction velocity.,https://doi.org/10.1371/journal.pbio.3001248,34111116,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 4.0,Exceptional,30 Jun 2021,Johnson CA et al.,Interesting Hypothesis
Systematically improved in vitro culture conditions reveal new insights into the reproductive biology of the human parasite Schistosoma mansoni.,https://doi.org/10.1371/journal.pbio.3000254,31067225,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.52, Weighted sum of stars: 4.0,Exceptional,03 Nov 2021,Wang J et al.,Technical Advance
Glycerol suppresses glucose consumption in trypanosomes through metabolic contest.,https://doi.org/10.1371/journal.pbio.3001359,34388147,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.67, Weighted sum of stars: 2.0,Very Good,18 Oct 2021,Allmann S et al.,Interesting Hypothesis
Glycerol suppresses glucose consumption in trypanosomes through metabolic contest.,https://doi.org/10.1371/journal.pbio.3001359,34388147,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.67, Weighted sum of stars: 2.0,Very Good,18 Oct 2021,Allmann S et al.,New Finding
MKS-NPHP module proteins control ciliary shedding at the transition zone.,https://doi.org/10.1371/journal.pbio.3000640,32163404,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.54, Weighted sum of stars: 1.0,Good,24 Jan 2021,Gogendeau D et al.,Interesting Hypothesis
Identification of sequence changes in myosin II that adjust muscle contraction velocity.,https://doi.org/10.1371/journal.pbio.3001248,34111116,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.4, Weighted sum of stars: 4.0,Exceptional,30 Jun 2021,Johnson CA et al.,New Finding
Extracellular DJ-1 induces sterile inflammation in the ischemic brain.,https://doi.org/10.1371/journal.pbio.3000939,34014921,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.97, Weighted sum of stars: 2.0,Very Good,10 Jun 2021,Nakamura K et al.,New Finding
The SARS-CoV-2 Spike protein has a broad tropism for mammalian ACE2 proteins.,https://doi.org/10.1371/journal.pbio.3001016,33347434,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.06, Weighted sum of stars: 1.0,Good,04 Jan 2021,Conceicao C et al.,New Finding
Extracellular DJ-1 induces sterile inflammation in the ischemic brain.,https://doi.org/10.1371/journal.pbio.3000939,34014921,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.97, Weighted sum of stars: 2.0,Very Good,10 Jun 2021,Nakamura K et al.,Novel Drug Target
A return-on-investment approach for prioritization of rigorous taxonomic research needed to inform responses to the biodiversity crisis.,https://doi.org/10.1371/journal.pbio.3001210,34061821,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 1.0,Good,10 Jun 2021,Melville J et al.,Confirmation
A return-on-investment approach for prioritization of rigorous taxonomic research needed to inform responses to the biodiversity crisis.,https://doi.org/10.1371/journal.pbio.3001210,34061821,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 1.0,Good,10 Jun 2021,Melville J et al.,Controversial
The Venus flytrap trigger hair-specific potassium channel KDM1 can reestablish the K+ gradient required for hapto-electric signaling.,https://doi.org/10.1371/journal.pbio.3000964,33296375,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.19, Weighted sum of stars: 1.0,Good,03 Jan 2021,Iosip AL et al.,New Finding
Pseudomonas aeruginosa cleaves the decoding center of Caenorhabditis elegans ribosomes.,https://doi.org/10.1371/journal.pbio.3000969,33259473,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.44, Weighted sum of stars: 2.0,Very Good,20 Dec 2020,Vasquez-Rifo A et al.,New Finding
Frequency-dependent selection can forecast evolution in Streptococcus pneumoniae.,https://doi.org/10.1371/journal.pbio.3000878,33091022,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.03, Weighted sum of stars: 2.0,Very Good,12 Nov 2020,Azarian T et al.,Technical Advance
A return-on-investment approach for prioritization of rigorous taxonomic research needed to inform responses to the biodiversity crisis.,https://doi.org/10.1371/journal.pbio.3001210,34061821,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 1.0,Good,10 Jun 2021,Melville J et al.,Good for Teaching
Oligodendrocytes support axonal transport and maintenance via exosome secretion.,https://doi.org/10.1371/journal.pbio.3000621,33351792,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 4.0,Exceptional,31 May 2021,Frühbeis C et al.,Confirmation
Oligodendrocytes support axonal transport and maintenance via exosome secretion.,https://doi.org/10.1371/journal.pbio.3000621,33351792,Score 18.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.1, Weighted sum of stars: 4.0,Exceptional,31 May 2021,Frühbeis C et al.,New Finding
"Phase separation of Arabidopsis EMB1579 controls transcription, mRNA splicing, and development.",https://doi.org/10.1371/journal.pbio.3000782,32692742,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.42, Weighted sum of stars: 2.0,Very Good,27 Oct 2020,Zhang Y et al.,New Finding
Genome-wide identification of bacterial plant colonization genes.,https://doi.org/10.1371/journal.pbio.2002860,28938018,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.44, Weighted sum of stars: 2.0,Very Good,21 Oct 2020,Cole BJ et al.,New Finding
Genome-wide identification of bacterial plant colonization genes.,https://doi.org/10.1371/journal.pbio.2002860,28938018,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.44, Weighted sum of stars: 2.0,Very Good,21 Oct 2020,Cole BJ et al.,Technical Advance
Selective stalling of human translation through small-molecule engagement of the ribosome nascent chain.,https://doi.org/10.1371/journal.pbio.2001882,28323820,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.1, Weighted sum of stars: 4.0,Very Good,30 May 2017,Lintner NG et al.,Good for Teaching
Selective stalling of human translation through small-molecule engagement of the ribosome nascent chain.,https://doi.org/10.1371/journal.pbio.2001882,28323820,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.1, Weighted sum of stars: 4.0,Very Good,30 May 2017,Lintner NG et al.,Interesting Hypothesis
Selective stalling of human translation through small-molecule engagement of the ribosome nascent chain.,https://doi.org/10.1371/journal.pbio.2001882,28323820,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.1, Weighted sum of stars: 4.0,Very Good,30 May 2017,Lintner NG et al.,New Finding
Selective stalling of human translation through small-molecule engagement of the ribosome nascent chain.,https://doi.org/10.1371/journal.pbio.2001882,28323820,Score 18.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.1, Weighted sum of stars: 4.0,Very Good,30 May 2017,Lintner NG et al.,Novel Drug Target
PlotTwist: A web app for plotting and annotating continuous data.,https://doi.org/10.1371/journal.pbio.3000581,31929523,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 4.0,Exceptional,08 Oct 2020,Goedhart J,Good for Teaching
PlotTwist: A web app for plotting and annotating continuous data.,https://doi.org/10.1371/journal.pbio.3000581,31929523,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.81, Weighted sum of stars: 4.0,Exceptional,08 Oct 2020,Goedhart J,Technical Advance
Opposing signaling pathways regulate morphology in response to temperature in the fungal pathogen Histoplasma capsulatum.,https://doi.org/10.1371/journal.pbio.3000168,31568523,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,04 Oct 2020,Rodriguez L et al.,Good for Teaching
Opposing signaling pathways regulate morphology in response to temperature in the fungal pathogen Histoplasma capsulatum.,https://doi.org/10.1371/journal.pbio.3000168,31568523,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,04 Oct 2020,Rodriguez L et al.,New Finding
Opposing signaling pathways regulate morphology in response to temperature in the fungal pathogen Histoplasma capsulatum.,https://doi.org/10.1371/journal.pbio.3000168,31568523,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.19, Weighted sum of stars: 1.0,Good,04 Oct 2020,Rodriguez L et al.,Technical Advance
Combining antibiotics with antivirulence compounds can have synergistic effects and reverse selection for antibiotic resistance in Pseudomonas aeruginosa.,https://doi.org/10.1371/journal.pbio.3000805,32810152,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.95, Weighted sum of stars: 1.0,Good,29 Sep 2020,Rezzoagli C et al.,New Finding
Swimming motility of a gut bacterial symbiont promotes resistance to intestinal expulsion and enhances inflammation.,https://doi.org/10.1371/journal.pbio.3000661,32196484,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.21, Weighted sum of stars: 2.0,Very Good,21 Jul 2020,Wiles TJ et al.,New Finding
Extensive loss of cell-cycle and DNA repair genes in an ancient lineage of bipolar budding yeasts.,https://doi.org/10.1371/journal.pbio.3000255,31112549,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.23, Weighted sum of stars: 2.0,Very Good,09 Jul 2020,Steenwyk JL et al.,Good for Teaching
Extensive loss of cell-cycle and DNA repair genes in an ancient lineage of bipolar budding yeasts.,https://doi.org/10.1371/journal.pbio.3000255,31112549,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 4.23, Weighted sum of stars: 2.0,Very Good,09 Jul 2020,Steenwyk JL et al.,Interesting Hypothesis
