title,doi,pmid,score,relative_citation_ratio,weighted_sum_of_stars,evaluation,recom_date,author,classifications
Modeling the effects of cell cycle M-phase transcriptional inhibition on circadian oscillation.,https://doi.org/10.1371/journal.pcbi.1000019,18369419,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.17, Weighted sum of stars: 1.0,Good,18 Sep 2008,Kang B et al.,Interesting Hypothesis
Assessing the accuracy of ancestral protein reconstruction methods.,https://doi.org/10.1371/journal.pcbi.0020069,16789817,Score 9.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.79, Weighted sum of stars: 2.0,Very Good,29 Jul 2008,Williams PD et al.,New Finding
An analytically solvable model for rapid evolution of modular structure.,https://doi.org/10.1371/journal.pcbi.1000355,19360090,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.6, Weighted sum of stars: 1.0,Good,17 May 2009,Kashtan N et al.,Interesting Hypothesis
"Molecular simulations of cotranslational protein folding: fragment stabilities, folding cooperativity, and trapping in the ribosome.",https://doi.org/10.1371/journal.pcbi.0020098.eor,16789821,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.72, Weighted sum of stars: 4.0,Exceptional,28 Apr 2009,Elcock AH,Confirmation
Modeling the effects of cell cycle M-phase transcriptional inhibition on circadian oscillation.,https://doi.org/10.1371/journal.pcbi.1000019,18369419,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.17, Weighted sum of stars: 1.0,Good,18 Sep 2008,Kang B et al.,New Finding
Discovering motifs in ranked lists of DNA sequences.,https://doi.org/10.1371/journal.pcbi.0030039,17381235,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.95, Weighted sum of stars: 1.0,Good,12 Jun 2008,Eden E et al.,Technical Advance
Electrotonic signals along intracellular membranes may interconnect dendritic spines and nucleus.,https://doi.org/10.1371/journal.pcbi.1000036,18369427,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 1.0,Good,05 Jun 2008,Shemer I et al.,Controversial
"Molecular simulations of cotranslational protein folding: fragment stabilities, folding cooperativity, and trapping in the ribosome.",https://doi.org/10.1371/journal.pcbi.0020098.eor,16789821,Score 18.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.72, Weighted sum of stars: 4.0,Exceptional,28 Apr 2009,Elcock AH,Technical Advance
Spontaneous reaction silencing in metabolic optimization.,https://doi.org/10.1371/journal.pcbi.1000236,19057639,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,10 Mar 2009,Nishikawa T et al.,Interesting Hypothesis
Electrotonic signals along intracellular membranes may interconnect dendritic spines and nucleus.,https://doi.org/10.1371/journal.pcbi.1000036,18369427,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.35, Weighted sum of stars: 1.0,Good,05 Jun 2008,Shemer I et al.,Interesting Hypothesis
The emergence and fate of horizontally acquired genes in Escherichia coli.,https://doi.org/10.1371/journal.pcbi.1000059,18404206,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.35, Weighted sum of stars: 1.0,Good,03 Jun 2008,van Passel MW et al.,Interesting Hypothesis
Binding-induced folding of a natively unstructured transcription factor.,https://doi.org/10.1371/journal.pcbi.1000060,18404207,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.9, Weighted sum of stars: 1.0,Good,18 May 2008,Turjanski AG et al.,Interesting Hypothesis
Evolution of evolvability in gene regulatory networks.,https://doi.org/10.1371/journal.pcbi.1000112,18617989,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.33, Weighted sum of stars: 2.0,Good,31 Jul 2008,"Crombach A, Hogeweg P",New Finding
Computational biology resources lack persistence and usability.,https://doi.org/10.1371/journal.pcbi.1000136,18636105,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.46, Weighted sum of stars: 1.0,Good,29 Jul 2008,Veretnik S et al.,Controversial
Computational biology resources lack persistence and usability.,https://doi.org/10.1371/journal.pcbi.1000136,18636105,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.46, Weighted sum of stars: 1.0,Good,29 Jul 2008,Veretnik S et al.,Interesting Hypothesis
Spontaneous reaction silencing in metabolic optimization.,https://doi.org/10.1371/journal.pcbi.1000236,19057639,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.55, Weighted sum of stars: 1.0,Good,10 Mar 2009,Nishikawa T et al.,New Finding
Dimensionality and dynamics in the behavior of C. elegans.,https://doi.org/10.1371/journal.pcbi.1000028,18389066,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 6.0,Exceptional,02 Jun 2008,Stephens GJ et al.,Interesting Hypothesis
Dimensionality and dynamics in the behavior of C. elegans.,https://doi.org/10.1371/journal.pcbi.1000028,18389066,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 6.0,Exceptional,02 Jun 2008,Stephens GJ et al.,New Finding
Dimensionality and dynamics in the behavior of C. elegans.,https://doi.org/10.1371/journal.pcbi.1000028,18389066,Score 27.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.48, Weighted sum of stars: 6.0,Exceptional,02 Jun 2008,Stephens GJ et al.,Technical Advance
In search of the biological significance of modular structures in protein networks.,https://doi.org/10.1371/journal.pcbi.0030107,17542644,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 1.0,Good,07 Jun 2007,"Wang Z, Zhang J",Confirmation
In search of the biological significance of modular structures in protein networks.,https://doi.org/10.1371/journal.pcbi.0030107,17542644,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 1.0,Good,07 Jun 2007,"Wang Z, Zhang J",Interesting Hypothesis
Binding-induced folding of a natively unstructured transcription factor.,https://doi.org/10.1371/journal.pcbi.1000060,18404207,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.9, Weighted sum of stars: 1.0,Good,18 May 2008,Turjanski AG et al.,New Finding
In search of the biological significance of modular structures in protein networks.,https://doi.org/10.1371/journal.pcbi.0030107,17542644,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 1.0,Good,07 Jun 2007,"Wang Z, Zhang J",Refutation
Predictive modeling of signaling crosstalk during C. elegans vulval development.,https://doi.org/10.1371/journal.pcbi.0030092,17511512,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 2.0,Very Good,21 May 2007,Fisher J et al.,Confirmation
Predictive modeling of signaling crosstalk during C. elegans vulval development.,https://doi.org/10.1371/journal.pcbi.0030092,17511512,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 2.0,Very Good,21 May 2007,Fisher J et al.,New Finding
How protein stability and new functions trade off.,https://doi.org/10.1371/journal.pcbi.1000002,18463696,Score 5.1,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 8.66, Weighted sum of stars: 1.0,Good,12 May 2008,Tokuriki N et al.,New Finding
Entropy measures quantify global splicing disorders in cancer.,https://doi.org/10.1371/journal.pcbi.1000011,18369415,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.75, Weighted sum of stars: 1.0,Good,22 Apr 2008,Ritchie W et al.,Interesting Hypothesis
Entropy measures quantify global splicing disorders in cancer.,https://doi.org/10.1371/journal.pcbi.1000011,18369415,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.75, Weighted sum of stars: 1.0,Good,22 Apr 2008,Ritchie W et al.,New Finding
A generic mechanism for adaptive growth rate regulation.,https://doi.org/10.1371/journal.pcbi.0040003,18193939,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.36, Weighted sum of stars: 1.0,Good,17 Apr 2008,"Furusawa C, Kaneko K",Interesting Hypothesis
A generic mechanism for adaptive growth rate regulation.,https://doi.org/10.1371/journal.pcbi.0040003,18193939,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.36, Weighted sum of stars: 1.0,Good,17 Apr 2008,"Furusawa C, Kaneko K",New Finding
The dynamics of human body weight change.,https://doi.org/10.1371/journal.pcbi.1000045,18369435,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 1.0,Good,09 Apr 2008,"Chow CC, Hall KD",Confirmation
The dynamics of human body weight change.,https://doi.org/10.1371/journal.pcbi.1000045,18369435,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 1.0,Good,09 Apr 2008,"Chow CC, Hall KD",New Finding
Predictive modeling of signaling crosstalk during C. elegans vulval development.,https://doi.org/10.1371/journal.pcbi.0030092,17511512,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.95, Weighted sum of stars: 2.0,Very Good,21 May 2007,Fisher J et al.,Technical Advance
The importance of bottlenecks in protein networks: correlation with gene essentiality and expression dynamics.,https://doi.org/10.1371/journal.pcbi.0030059,17447836,Score 5.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.89, Weighted sum of stars: 1.0,Good,07 May 2007,Yu H et al.,Interesting Hypothesis
The dynamics of human body weight change.,https://doi.org/10.1371/journal.pcbi.1000045,18369435,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.3, Weighted sum of stars: 1.0,Good,09 Apr 2008,"Chow CC, Hall KD",Technical Advance
From bad to good: Fitness reversals and the ascent of deleterious mutations.,https://doi.org/10.1371/journal.pcbi.0020141,17054393,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 2.0,Good,10 May 2007,Cowperthwaite MC et al.,Interesting Hypothesis
From bad to good: Fitness reversals and the ascent of deleterious mutations.,https://doi.org/10.1371/journal.pcbi.0020141,17054393,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.49, Weighted sum of stars: 2.0,Good,10 May 2007,Cowperthwaite MC et al.,New Finding
The importance of bottlenecks in protein networks: correlation with gene essentiality and expression dynamics.,https://doi.org/10.1371/journal.pcbi.0030059,17447836,Score 5.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 12.89, Weighted sum of stars: 1.0,Good,07 May 2007,Yu H et al.,New Finding
3D complex: a structural classification of protein complexes.,https://doi.org/10.1371/journal.pcbi.0020155,17112313,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.11, Weighted sum of stars: 2.0,Very Good,11 Feb 2007,Levy ED et al.,New Finding
Universally sloppy parameter sensitivities in systems biology models.,https://doi.org/10.1371/journal.pcbi.0030189,17922568,Score 19.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 14.15, Weighted sum of stars: 4.0,Exceptional,05 Feb 2008,Gutenkunst RN et al.,Interesting Hypothesis
Superhelical destabilization in regulatory regions of stress response genes.,https://doi.org/10.1371/journal.pcbi.0040017,18208321,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 4.0,Exceptional,28 Jan 2008,"Wang H, Benham CJ",Confirmation
3D complex: a structural classification of protein complexes.,https://doi.org/10.1371/journal.pcbi.0020155,17112313,Score 9.5,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.11, Weighted sum of stars: 2.0,Very Good,11 Feb 2007,Levy ED et al.,Technical Advance
Superhelical destabilization in regulatory regions of stress response genes.,https://doi.org/10.1371/journal.pcbi.0040017,18208321,Score 18.4,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 4.0,Exceptional,28 Jan 2008,"Wang H, Benham CJ",Technical Advance
Stochastic noise and synchronisation during dictyostelium aggregation make cAMP oscillations robust.,https://doi.org/10.1371/journal.pcbi.0030218,17997595,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.38, Weighted sum of stars: 2.0,Good,05 Dec 2007,Kim J et al.,Interesting Hypothesis
Control of membrane fusion mechanism by lipid composition: predictions from ensemble molecular dynamics.,https://doi.org/10.1371/journal.pcbi.0030220,18020701,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 1.0,Good,07 Jan 2008,"Kasson PM, Pande VS",Confirmation
Control of membrane fusion mechanism by lipid composition: predictions from ensemble molecular dynamics.,https://doi.org/10.1371/journal.pcbi.0030220,18020701,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 1.0,Good,07 Jan 2008,"Kasson PM, Pande VS",New Finding
Circadian rhythmicity by autocatalysis.,https://doi.org/10.1371/journal.pcbi.0020096,16863394,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.74, Weighted sum of stars: 1.0,Good,25 Jan 2007,Mehra A et al.,Interesting Hypothesis
Structural modeling of protein interactions by analogy: application to PSD-95.,https://doi.org/10.1371/journal.pcbi.0020153,17096593,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 1.0,Good,29 Nov 2006,Korkin D et al.,New Finding
Noise-induced Min phenotypes in E. coli.,https://doi.org/10.1371/journal.pcbi.0020080,16846247,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.38, Weighted sum of stars: 1.0,Good,27 Jul 2006,"Fange D, Elf J",Interesting Hypothesis
Changing cellular location of CheZ predicted by molecular simulations.,https://doi.org/10.1371/journal.pcbi.0020039,16683020,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 2.0,Very Good,28 Jun 2006,Lipkow K,Interesting Hypothesis
Control of membrane fusion mechanism by lipid composition: predictions from ensemble molecular dynamics.,https://doi.org/10.1371/journal.pcbi.0030220,18020701,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.36, Weighted sum of stars: 1.0,Good,07 Jan 2008,"Kasson PM, Pande VS",Technical Advance
Where have all the interactions gone? Estimating the coverage of two-hybrid protein interaction maps.,https://doi.org/10.1371/journal.pcbi.0030214,18039026,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.28, Weighted sum of stars: 2.0,Very Good,06 Jan 2008,Huang H et al.,New Finding
Structural modeling of protein interactions by analogy: application to PSD-95.,https://doi.org/10.1371/journal.pcbi.0020153,17096593,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.69, Weighted sum of stars: 1.0,Good,29 Nov 2006,Korkin D et al.,Technical Advance
Complex parameter landscape for a complex neuron model.,https://doi.org/10.1371/journal.pcbi.0020094,16848639,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 1.0,Good,23 Nov 2006,"Achard P, De Schutter E",Confirmation
Complex parameter landscape for a complex neuron model.,https://doi.org/10.1371/journal.pcbi.0020094,16848639,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 1.0,Good,23 Nov 2006,"Achard P, De Schutter E",New Finding
Changing cellular location of CheZ predicted by molecular simulations.,https://doi.org/10.1371/journal.pcbi.0020039,16683020,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.84, Weighted sum of stars: 2.0,Very Good,28 Jun 2006,Lipkow K,New Finding
Where have all the interactions gone? Estimating the coverage of two-hybrid protein interaction maps.,https://doi.org/10.1371/journal.pcbi.0030214,18039026,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.28, Weighted sum of stars: 2.0,Very Good,06 Jan 2008,Huang H et al.,Technical Advance
The effect of stochasticity on the lac operon: an evolutionary perspective.,https://doi.org/10.1371/journal.pcbi.0030111,17590077,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,27 Nov 2007,"van Hoek M, Hogeweg P",Controversial
The effect of stochasticity on the lac operon: an evolutionary perspective.,https://doi.org/10.1371/journal.pcbi.0030111,17590077,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,27 Nov 2007,"van Hoek M, Hogeweg P",New Finding
Codon usage domains over bacterial chromosomes.,https://doi.org/10.1371/journal.pcbi.0020037,16683018,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.62, Weighted sum of stars: 1.0,Good,11 May 2006,Bailly-Bechet M et al.,Interesting Hypothesis
The effect of stochasticity on the lac operon: an evolutionary perspective.,https://doi.org/10.1371/journal.pcbi.0030111,17590077,Score 4.6,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.54, Weighted sum of stars: 1.0,Good,27 Nov 2007,"van Hoek M, Hogeweg P",Refutation
ReAS: Recovery of ancestral sequences for transposable elements from the unassembled reads of a whole genome shotgun.,https://doi.org/10.1371/journal.pcbi.0010043,16184192,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.38, Weighted sum of stars: 1.0,Good,23 Mar 2006,Li R et al.,Technical Advance
Large-scale trends in the evolution of gene structures within 11 animal genomes.,https://doi.org/10.1371/journal.pcbi.0020015,16518452,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.16, Weighted sum of stars: 1.0,Good,12 Mar 2006,Yandell M et al.,Interesting Hypothesis
Large-scale trends in the evolution of gene structures within 11 animal genomes.,https://doi.org/10.1371/journal.pcbi.0020015,16518452,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.16, Weighted sum of stars: 1.0,Good,12 Mar 2006,Yandell M et al.,Technical Advance
Computational analysis and prediction of the binding motif and protein interacting partners of the Abl SH3 domain.,https://doi.org/10.1371/journal.pcbi.0020001,16446784,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.7, Weighted sum of stars: 1.0,Good,15 Feb 2006,Hou T et al.,New Finding
Complex parameter landscape for a complex neuron model.,https://doi.org/10.1371/journal.pcbi.0020094,16848639,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.14, Weighted sum of stars: 1.0,Good,23 Nov 2006,"Achard P, De Schutter E",Technical Advance
The ion channel inverse problem: neuroinformatics meets biophysics.,https://doi.org/10.1371/journal.pcbi.0020091,16933979,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 2.0,Very Good,30 Aug 2006,"Cannon RC, D'Alessandro G",Controversial
Automated protein subfamily identification and classification.,https://doi.org/10.1371/journal.pcbi.0030160,17708678,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.98, Weighted sum of stars: 2.0,Good,04 Oct 2007,Brown DP et al.,Technical Advance
Evolutionary history of mammalian transposons determined by genome-wide defragmentation.,https://doi.org/10.1371/journal.pcbi.0030137,17630829,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,23 Jul 2007,Giordano J et al.,Confirmation
Evolutionary history of mammalian transposons determined by genome-wide defragmentation.,https://doi.org/10.1371/journal.pcbi.0030137,17630829,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,23 Jul 2007,Giordano J et al.,New Finding
Computational analysis and prediction of the binding motif and protein interacting partners of the Abl SH3 domain.,https://doi.org/10.1371/journal.pcbi.0020001,16446784,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.7, Weighted sum of stars: 1.0,Good,15 Feb 2006,Hou T et al.,Technical Advance
Structural evolution of the protein kinase-like superfamily.,https://doi.org/10.1371/journal.pcbi.0010049,16244704,Score 4.8,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 3.64, Weighted sum of stars: 1.0,Good,09 Jan 2006,"Scheeff ED, Bourne PE",New Finding
Genomic variability within an organism exposes its cell lineage tree.,https://doi.org/10.1371/journal.pcbi.0010050,16261192,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.33, Weighted sum of stars: 1.0,Good,17 Nov 2005,Frumkin D et al.,Interesting Hypothesis
The ion channel inverse problem: neuroinformatics meets biophysics.,https://doi.org/10.1371/journal.pcbi.0020091,16933979,Score 9.2,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.64, Weighted sum of stars: 2.0,Very Good,30 Aug 2006,"Cannon RC, D'Alessandro G",Interesting Hypothesis
Genome-wide identification of human functional DNA using a neutral indel model.,https://doi.org/10.1371/journal.pcbi.0020005,16410828,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.24, Weighted sum of stars: 2.0,Good,16 May 2006,Lunter G et al.,Confirmation
Genome-wide identification of human functional DNA using a neutral indel model.,https://doi.org/10.1371/journal.pcbi.0020005,16410828,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.24, Weighted sum of stars: 2.0,Good,16 May 2006,Lunter G et al.,Interesting Hypothesis
Genome-wide identification of human functional DNA using a neutral indel model.,https://doi.org/10.1371/journal.pcbi.0020005,16410828,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.24, Weighted sum of stars: 2.0,Good,16 May 2006,Lunter G et al.,New Finding
Evolutionary history of mammalian transposons determined by genome-wide defragmentation.,https://doi.org/10.1371/journal.pcbi.0030137,17630829,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 2.0,Very Good,23 Jul 2007,Giordano J et al.,Technical Advance
"Efficiency, selectivity, and robustness of nucleocytoplasmic transport.",https://doi.org/10.1371/journal.pcbi.0030125,17630825,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,22 Jul 2007,Zilman A et al.,Confirmation
Genomic variability within an organism exposes its cell lineage tree.,https://doi.org/10.1371/journal.pcbi.0010050,16261192,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.33, Weighted sum of stars: 1.0,Good,17 Nov 2005,Frumkin D et al.,Technical Advance
Dissimilatory metabolism of nitrogen oxides in bacteria: comparative reconstruction of transcriptional networks.,https://doi.org/10.1371/journal.pcbi.0010055,16261196,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.22, Weighted sum of stars: 1.0,Good,03 Nov 2005,Rodionov DA et al.,Interesting Hypothesis
Dissimilatory metabolism of nitrogen oxides in bacteria: comparative reconstruction of transcriptional networks.,https://doi.org/10.1371/journal.pcbi.0010055,16261196,Score 4.9,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 5.22, Weighted sum of stars: 1.0,Good,03 Nov 2005,Rodionov DA et al.,New Finding
Transition to quorum sensing in an Agrobacterium population: A stochastic model.,https://doi.org/10.1371/journal.pcbi.0010037,16170413,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 1.0,Good,01 Nov 2005,Goryachev AB et al.,Interesting Hypothesis
Transition to quorum sensing in an Agrobacterium population: A stochastic model.,https://doi.org/10.1371/journal.pcbi.0010037,16170413,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 0.98, Weighted sum of stars: 1.0,Good,01 Nov 2005,Goryachev AB et al.,Technical Advance
"Efficiency, selectivity, and robustness of nucleocytoplasmic transport.",https://doi.org/10.1371/journal.pcbi.0030125,17630825,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.43, Weighted sum of stars: 1.0,Good,22 Jul 2007,Zilman A et al.,Interesting Hypothesis
Stochastic simulations on the reliability of action potential propagation in thin axons.,https://doi.org/10.1371/journal.pcbi.0030079,17480115,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.83, Weighted sum of stars: 2.0,Very Good,04 Jul 2007,"Faisal AA, Laughlin SB",New Finding
Stochastic simulations on the reliability of action potential propagation in thin axons.,https://doi.org/10.1371/journal.pcbi.0030079,17480115,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.83, Weighted sum of stars: 2.0,Very Good,04 Jul 2007,"Faisal AA, Laughlin SB",Technical Advance
Genome-wide identification of human functional DNA using a neutral indel model.,https://doi.org/10.1371/journal.pcbi.0020005,16410828,Score 9.3,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 2.24, Weighted sum of stars: 2.0,Good,16 May 2006,Lunter G et al.,Technical Advance
Module-based analysis of robustness tradeoffs in the heat shock response system.,https://doi.org/10.1371/journal.pcbi.0020059,16863396,Score 4.7,.icon_cite_svg__icon_cite.icon_cite_svg__a{fill:#263745} Relative citation ratio: 1.3, Weighted sum of stars: 1.0,Good,21 Aug 2006,Kurata H et al.,Interesting Hypothesis
